movie_title,username,numeric_rating,likes,language,comment,cleaned_comment,sentiment
Dragonball Evolution,manounder19,0.5,0,pt,Esse filme é ridículo de ruim pqp péssimo uns dos piores filmes que já assisti na vida,"['esse', 'filme', 'é', 'ridículo', 'de', 'ruim', 'pqp', 'péssimo', 'uns', 'dos', 'piores', 'filmes', 'que', 'já', 'assisti', 'na', 'vida']",-1
Dragonball Evolution,calicorockstar,0.5,0,pt,"Eu via imensos clips deste filme e pessoal a gozar com isto no twitter, no início até estava a achar piada porque não acreditei que fosse mesmo um filme real, pensei que fosse só uma internet joke. Quando eu descobri que isto era um filme real fiquei mesmo preocupada 😟 como é que isto é possível? Cada vez mais acho que eles fazem filmes tão maus para servirem de estratégias de marketing. Também fico preocupada e mando muita luz para quem deu 5 estrelas a isto no IMBD! 😃","['eu', 'via', 'imensos', 'clips', 'deste', 'filme', 'e', 'pessoal', 'a', 'gozar', 'com', 'isto', 'no', 'twitter', 'no', 'início', 'até', 'estava', 'a', 'achar', 'piada', 'porque', 'não', 'acreditei', 'que', 'fosse', 'mesmo', 'um', 'filme', 'real', 'pensei', 'que', 'fosse', 'só', 'uma', 'internet', 'joke', 'quando', 'eu', 'descobri', 'que', 'isto', 'era', 'um', 'filme', 'real', 'fiquei', 'mesmo', 'preocupada', '😟', 'como', 'é', 'que', 'isto', 'é', 'possível', 'cada', 'vez', 'mais', 'acho', 'que', 'eles', 'fazem', 'filmes', 'tão', 'maus', 'para', 'servirem', 'de', 'estratégias', 'de', 'marketing', 'também', 'fico', 'preocupada', 'e', 'mando', 'muita', 'luz', 'para', 'quem', 'deu', '5', 'estrelas', 'a', 'isto', 'no', 'imbd', '😃']",-1
Dragonball Evolution,luquinhascdm,5.0,0,pt,perfeição,['perfeição'],0
Dragonball Evolution,felipemarcoreus,0.5,0,pt,irmão?,['irmão'],0
Dragonball Evolution,annesvs,1.0,1,pt,"nunca assisti dragon ball mas essa porra de filme me desrespeitou mesmo assim. não deveria existir essa merda, é anti filme, eu perdi uma hora e vinte minutos da minha vida. simplesmente não","['nunca', 'assisti', 'dragon', 'ball', 'mas', 'essa', 'porra', 'de', 'filme', 'me', 'desrespeitou', 'mesmo', 'assim', 'não', 'deveria', 'existir', 'essa', 'merda', 'é', 'anti', 'filme', 'eu', 'perdi', 'uma', 'hora', 'e', 'vinte', 'minutos', 'da', 'minha', 'vida', 'simplesmente', 'não']",-1
Dragonball Evolution,lixiie,1.0,1,pt,ele só é um nerd que sofre bullying e quer uma namorada coitadinho ://,"['ele', 'só', 'é', 'um', 'nerd', 'que', 'sofre', 'bullying', 'e', 'quer', 'uma', 'namorada', 'coitadinho', '://']",-1
Dragonball Evolution,critcondprofiss,1.5,1,pt,"Esse filme é tão ruim q é engraçado assistir kkkk ainda mais com amigos. Achei algumas coisas legais até, mas foram poucas","['esse', 'filme', 'é', 'tão', 'ruim', 'q', 'é', 'engraçado', 'assistir', 'kkkk', 'ainda', 'mais', 'com', 'amigos', 'achei', 'algumas', 'coisas', 'legais', 'até', 'mas', 'foram', 'poucas']",0
Dragonball Evolution,skyyfragment,1.5,1,pt,Ele passando a cabeça no capô do carro,"['ele', 'passando', 'a', 'cabeça', 'no', 'capô', 'do', 'carro']",0
Dragonball Evolution,n5wasy,1.0,0,pt,esse filme é tao ruim e tao comedia q chega a ser bom,"['esse', 'filme', 'é', 'tao', 'ruim', 'e', 'tao', 'comedia', 'q', 'chega', 'a', 'ser', 'bom']",0
Dragonball Evolution,a_roboto,0.5,0,pt,dont,['dont'],0
Dragonball Evolution,brianhenrizz,5.0,1,pt,Eu gostava então merece 5 estrelas,"['eu', 'gostava', 'então', 'merece', '5', 'estrelas']",0
Dragonball Evolution,cupini,2.0,0,pt,"Eu realmente não me importo que o filme de Dragon Ball não seja fiel a mangá e traga uma perspectiva de adolescente americano dos anos 2000. Na verdade, foi esse o motivo que me interessou em rever essa pedrada. O principal problema de Dragonball Evolution é o ritmo e sua montagem desesperadamente rápidos. Nada no filme é construído ou elaborado, o filme parece ter sido mutilado na edição. Um exemplo é em como o Goku desperta os poderes do Ki,…","['eu', 'realmente', 'não', 'me', 'importo', 'que', 'o', 'filme', 'de', 'dragon', 'ball', 'não', 'seja', 'fiel', 'a', 'mangá', 'e', 'traga', 'uma', 'perspectiva', 'de', 'adolescente', 'americano', 'dos', 'anos', '2000', 'na', 'verdade', 'foi', 'esse', 'o', 'motivo', 'que', 'me', 'interessou', 'em', 'rever', 'essa', 'pedrada', 'o', 'principal', 'problema', 'de', 'dragonball', 'evolution', 'é', 'o', 'ritmo', 'e', 'sua', 'montagem', 'desesperadamente', 'rápidos', 'nada', 'no', 'filme', 'é', 'construído', 'ou', 'elaborado', 'o', 'filme', 'parece', 'ter', 'sido', 'mutilado', 'na', 'edição', 'um', 'exemplo', 'é', 'em', 'como', 'o', 'goku', 'desperta', 'os', 'poderes', 'do', 'ki']",1
Dragonball Evolution,guts03,0.5,0,pt,"Eu devo ter assistido essa carniça lá pra 2011 ou 12, mas até hoje não supero o Goku na escola praticamente sofrendo bullying","['eu', 'devo', 'ter', 'assistido', 'essa', 'carniça', 'lá', 'pra', '2011', 'ou', '12', 'mas', 'até', 'hoje', 'não', 'supero', 'o', 'goku', 'na', 'escola', 'praticamente', 'sofrendo', 'bullying']",-1
Dragonball Evolution,anakinfwrce,0.5,0,pt,se eu pudesse eu coletava as esferas do dragão pra fazer o pedido de esquecer o que eu acabei de assistir.,"['se', 'eu', 'pudesse', 'eu', 'coletava', 'as', 'esferas', 'do', 'dragão', 'pra', 'fazer', 'o', 'pedido', 'de', 'esquecer', 'o', 'que', 'eu', 'acabei', 'de', 'assistir']",0
Dragonball Evolution,jotaquesti,0.0,0,pt,Alguém achou que isso era uma boa idéia?,"['alguém', 'achou', 'que', 'isso', 'era', 'uma', 'boa', 'idéia']",1
Dragonball Evolution,grilindoplay,2.0,1,pt,Esse filme é as minha imaginação muito foda de eu salvando a escola do massacre,"['esse', 'filme', 'é', 'as', 'minha', 'imaginação', 'muito', 'foda', 'de', 'eu', 'salvando', 'a', 'escola', 'do', 'massacre']",1
Dragonball Evolution,cronizxl,0.5,1,pt,"grande mestre Karin, ficou tanto tempo no sol que mudou até a espécie","['grande', 'mestre', 'karin', 'ficou', 'tanto', 'tempo', 'no', 'sol', 'que', 'mudou', 'até', 'a', 'espécie']",1
Dragonball Evolution,gaabvms,0.5,0,pt,Que pecado é esse filme,"['que', 'pecado', 'é', 'esse', 'filme']",0
Dragonball Evolution,joaosoaresbojao,0.0,0,pt,Cara esse filme me fez chorar sangue pqp,"['cara', 'esse', 'filme', 'me', 'fez', 'chorar', 'sangue', 'pqp']",-1
Dragonball Evolution,lovintesfaye,0.5,0,pt,não acredito que colocaram cena pós créditos 😭,"['não', 'acredito', 'que', 'colocaram', 'cena', 'pós', 'créditos', '😭']",0
Dragonball Evolution,hsgarfield,0.5,0,pt,KKKKKKKKKKKKKKKKKKK não é possível existir um filme tão ruim quanto esse meudeus,"['kkkkkkkkkkkkkkkkkkk', 'não', 'é', 'possível', 'existir', 'um', 'filme', 'tão', 'ruim', 'quanto', 'esse', 'meudeus']",-1
Dragonball Evolution,dumb_will,0.5,0,pt,distorce toda a historia de dragon ball classico atuação podre e enredo merda apenas terrivel de ruim,"['distorce', 'toda', 'a', 'historia', 'de', 'dragon', 'ball', 'classico', 'atuação', 'podre', 'e', 'enredo', 'merda', 'apenas', 'terrivel', 'de', 'ruim']",-1
Dragonball Evolution,loiracintilante,0.5,0,pt,Não perca o próximo capítulo de dragon ball. Será... Piccolo traçando camponesas enquanto Goku troca soco com a esposa,"['não', 'perca', 'o', 'próximo', 'capítulo', 'de', 'dragon', 'ball', 'será', 'piccolo', 'traçando', 'camponesas', 'enquanto', 'goku', 'troca', 'soco', 'com', 'a', 'esposa']",0
Dragonball Evolution,vinisokay,0.5,0,pt,e ninguem foi preso depois que esse filme foi lançado,"['e', 'ninguem', 'foi', 'preso', 'depois', 'que', 'esse', 'filme', 'foi', 'lançado']",0
Dragonball Evolution,heyyakissoba,0.5,0,pt,"Terceira guerra mundial, pandemia, 10° inferno, caos, assombração, satanás, genocídio, guerra fria, golpe de estado, apocalipse, bullying, 171, lavagem de dinheiro, regresso, desgosto, fracasso","['terceira', 'guerra', 'mundial', 'pandemia', '10', 'inferno', 'caos', 'assombração', 'satanás', 'genocídio', 'guerra', 'fria', 'golpe', 'de', 'estado', 'apocalipse', 'bullying', '171', 'lavagem', 'de', 'dinheiro', 'regresso', 'desgosto', 'fracasso']",0
Dragonball Evolution,jardielison,0.5,0,pt,melhor ficar calado.,"['melhor', 'ficar', 'calado']",1
Dragonball Evolution,louizpj,0.5,1,pt,"meu deus kkkkkkkkkk que aberração esse filme. literalmente impossível de acreditar que isso não foi feito de completa zoeira. uma abominação, um desastre, terrível, coisa horrenda, minha nossa Vi com os parça, e nem assim deu para tirar algo disso","['meu', 'deus', 'kkkkkkkkkk', 'que', 'aberração', 'esse', 'filme', 'literalmente', 'impossível', 'de', 'acreditar', 'que', 'isso', 'não', 'foi', 'feito', 'de', 'completa', 'zoeira', 'uma', 'abominação', 'um', 'desastre', 'terrível', 'coisa', 'horrenda', 'minha', 'nossa', 'vi', 'com', 'os', 'parça', 'e', 'nem', 'assim', 'deu', 'para', 'tirar', 'algo', 'disso']",-1
Dragonball Evolution,bruhmdrv,1.0,0,pt,o que o goku tá fazendo na escola véi? KKKKKKKKKKKKK,"['o', 'que', 'o', 'goku', 'tá', 'fazendo', 'na', 'escola', 'véi', 'kkkkkkkkkkkkk']",0
Dragonball Evolution,cejotaaesi,0.5,0,pt,que coisa horrível,"['que', 'coisa', 'horrível']",-1
Dragonball Evolution,guilhermecianfa,0.0,0,pt,q merda eu to fzd da mimha vida,"['q', 'merda', 'eu', 'to', 'fzd', 'da', 'mimha', 'vida']",-1
Dragonball Evolution,homeboypeter,0.5,0,pt,Não dou zero estrelas pq não dá.,"['não', 'dou', 'zero', 'estrelas', 'pq', 'não', 'dá']",0
Dragonball Evolution,nalideathyo,5.0,0,pt,Obra de arte do crl,"['obra', 'de', 'arte', 'do', 'crl']",0
Dragonball Evolution,zsnorlax,0.0,0,pt,"As vezes penso que esse filme é algum tipo de delírio coletivo aí eu lembro que ele realmente existe, sim alguém fez um filme onde o goku sofre bullying e vai a festinhas","['as', 'vezes', 'penso', 'que', 'esse', 'filme', 'é', 'algum', 'tipo', 'de', 'delírio', 'coletivo', 'aí', 'eu', 'lembro', 'que', 'ele', 'realmente', 'existe', 'sim', 'alguém', 'fez', 'um', 'filme', 'onde', 'o', 'goku', 'sofre', 'bullying', 'e', 'vai', 'a', 'festinhas']",1
Dragonball Evolution,klaus_sg,0.5,0,pt,Esse filme é um crime. Nada presta.,"['esse', 'filme', 'é', 'um', 'crime', 'nada', 'presta']",0
Dragonball Evolution,cucheiodekbelo,0.0,0,pt,"Lixo, horrível, horroroso, estupido, imundo, nojento e etc, tudo de ruim pra esse filme, nada salva esse desastre, é simplesmente o pior filme q já vi na minha vida, chega ser lamentável pelo peso q o dragon ball é, merecia algo grandioso, n isso q deram, n pode ser nem considerado filme de tão desastroso é. Enfim é 1h e 30 pra vê isso.","['lixo', 'horrível', 'horroroso', 'estupido', 'imundo', 'nojento', 'e', 'etc', 'tudo', 'de', 'ruim', 'pra', 'esse', 'filme', 'nada', 'salva', 'esse', 'desastre', 'é', 'simplesmente', 'o', 'pior', 'filme', 'q', 'já', 'vi', 'na', 'minha', 'vida', 'chega', 'ser', 'lamentável', 'pelo', 'peso', 'q', 'o', 'dragon', 'ball', 'é', 'merecia', 'algo', 'grandioso', 'n', 'isso', 'q', 'deram', 'n', 'pode', 'ser', 'nem', 'considerado', 'filme', 'de', 'tão', 'desastroso', 'é', 'enfim', 'é', '1h', 'e', '30', 'pra', 'vê', 'isso']",-1
Dragonball Evolution,nandhas,0.5,0,pt,pq o Goku tá num colégio? pq ele é branco? pq ele é estadunidense? um desserviço isso aqui,"['pq', 'o', 'goku', 'tá', 'num', 'colégio', 'pq', 'ele', 'é', 'branco', 'pq', 'ele', 'é', 'estadunidense', 'um', 'desserviço', 'isso', 'aqui']",0
Dragonball Evolution,rexperigoso,0.5,0,pt,"Goku chega de bike numa festa adolescente, então ele humilha os valentões que estão de camaro para impressionar a gatinha e mostrar que o bom moço no final fica com a gatinha, meio que qualquer loucura que passa na cabeça dos americanos querendo ganhar meio pingado de grana com jovens de 15 anos. Muito engraçado que isso leve o nome de Dragon Ball dessa forma, não tem absolutamente nada de oriental nele, esse filme é uma loucura, uma grande loucura.","['goku', 'chega', 'de', 'bike', 'numa', 'festa', 'adolescente', 'então', 'ele', 'humilha', 'os', 'valentões', 'que', 'estão', 'de', 'camaro', 'para', 'impressionar', 'a', 'gatinha', 'e', 'mostrar', 'que', 'o', 'bom', 'moço', 'no', 'final', 'fica', 'com', 'a', 'gatinha', 'meio', 'que', 'qualquer', 'loucura', 'que', 'passa', 'na', 'cabeça', 'dos', 'americanos', 'querendo', 'ganhar', 'meio', 'pingado', 'de', 'grana', 'com', 'jovens', 'de', '15', 'anos', 'muito', 'engraçado', 'que', 'isso', 'leve', 'o', 'nome', 'de', 'dragon', 'ball', 'dessa', 'forma', 'não', 'tem', 'absolutamente', 'nada', 'de', 'oriental', 'nele', 'esse', 'filme', 'é', 'uma', 'loucura', 'uma', 'grande', 'loucura']",1
Dragonball Evolution,luline,0.5,0,pt,"Esse filme é doloroso de ruim, mas é ruim com força. Tiveram que se esforçar pra fazer algo tão ruim, exigiu muito empenho pra fazer um trabalho horroroso e é por isso que to dando meia estrela","['esse', 'filme', 'é', 'doloroso', 'de', 'ruim', 'mas', 'é', 'ruim', 'com', 'força', 'tiveram', 'que', 'se', 'esforçar', 'pra', 'fazer', 'algo', 'tão', 'ruim', 'exigiu', 'muito', 'empenho', 'pra', 'fazer', 'um', 'trabalho', 'horroroso', 'e', 'é', 'por', 'isso', 'que', 'to', 'dando', 'meia', 'estrela']",-1
Dragonball Evolution,thecoelho8,0.5,0,pt,"O que me incomoda nesse filme não é o fato de ser ruim. Longe disso. É o fato de não ser um filme de Dragon Ball. Além dos nomes dos personagens e da premissa das esferas, não tem absolutamente nada da obra do Toriyama aqui. Simplesmente fizeram um filme de ação genérico e colocaram o nome de Dragon Ball só porque o estúdio tinha os direitos de uso do nome. E esse foi um erro muito pior do que fazer um filme ruim.","['o', 'que', 'me', 'incomoda', 'nesse', 'filme', 'não', 'é', 'o', 'fato', 'de', 'ser', 'ruim', 'longe', 'disso', 'é', 'o', 'fato', 'de', 'não', 'ser', 'um', 'filme', 'de', 'dragon', 'ball', 'além', 'dos', 'nomes', 'dos', 'personagens', 'e', 'da', 'premissa', 'das', 'esferas', 'não', 'tem', 'absolutamente', 'nada', 'da', 'obra', 'do', 'toriyama', 'aqui', 'simplesmente', 'fizeram', 'um', 'filme', 'de', 'ação', 'genérico', 'e', 'colocaram', 'o', 'nome', 'de', 'dragon', 'ball', 'só', 'porque', 'o', 'estúdio', 'tinha', 'os', 'direitos', 'de', 'uso', 'do', 'nome', 'e', 'esse', 'foi', 'um', 'erro', 'muito', 'pior', 'do', 'que', 'fazer', 'um', 'filme', 'ruim']",-1
Dragonball Evolution,wonymengo_,1.0,0,pt,"Não dá pra descrever esse filme, nada faz sentido, nada, literalmente nada Ignorando o fato de não ter nada de Dragon Ball, mas mesmo assim, nada faz sentido pqp","['não', 'dá', 'pra', 'descrever', 'esse', 'filme', 'nada', 'faz', 'sentido', 'nada', 'literalmente', 'nada', 'ignorando', 'o', 'fato', 'de', 'não', 'ter', 'nada', 'de', 'dragon', 'ball', 'mas', 'mesmo', 'assim', 'nada', 'faz', 'sentido', 'pqp']",-1
Dragonball Evolution,gormelo,0.5,0,pt,"Porquê o Goku tá na escola? O que é isto, que efeitos especiais são esses","['porquê', 'o', 'goku', 'tá', 'na', 'escola', 'o', 'que', 'é', 'isto', 'que', 'efeitos', 'especiais', 'são', 'esses']",1
Dragonball Evolution,whhpss,0.0,0,pt,certamente um dos piores filmes que a humanidade já criou,"['certamente', 'um', 'dos', 'piores', 'filmes', 'que', 'a', 'humanidade', 'já', 'criou']",-1
Dragonball Evolution,gppxd,0.5,1,pt,"Lembrei desse filme e é impressionante que deram um filme de dragon ball pra um diretor que nunca viu dragon ball e provavelmente odeia anime, tudo errado nesse filme kkkkkkkkk","['lembrei', 'desse', 'filme', 'e', 'é', 'impressionante', 'que', 'deram', 'um', 'filme', 'de', 'dragon', 'ball', 'pra', 'um', 'diretor', 'que', 'nunca', 'viu', 'dragon', 'ball', 'e', 'provavelmente', 'odeia', 'anime', 'tudo', 'errado', 'nesse', 'filme', 'kkkkkkkkk']",0
Dragonball Evolution,jouvick,0.5,0,pt,"misericórdia eu n lembrava q esse filme era tão ruim, é um desrespeito com DB","['misericórdia', 'eu', 'n', 'lembrava', 'q', 'esse', 'filme', 'era', 'tão', 'ruim', 'é', 'um', 'desrespeito', 'com', 'db']",-1
Dragonball Evolution,tayronefalls,0.5,0,pt,Eu gostaria muito de uma explicação plausível pra criação desse filme mas ele é sem dúvidas o melhor filme de comédia que eu já vi,"['eu', 'gostaria', 'muito', 'de', 'uma', 'explicação', 'plausível', 'pra', 'criação', 'desse', 'filme', 'mas', 'ele', 'é', 'sem', 'dúvidas', 'o', 'melhor', 'filme', 'de', 'comédia', 'que', 'eu', 'já', 'vi']",1
Dragonball Evolution,acds0803,0.5,0,pt,Isso aqui pra mim é uso excessivo de drogas namoral,"['isso', 'aqui', 'pra', 'mim', 'é', 'uso', 'excessivo', 'de', 'drogas', 'namoral']",0
Dragonball Evolution,xuczin,5.0,1,pt,Lindo..,['lindo'],1
Dragonball Evolution,osmartiburtino,0.5,0,pt,O pior filme feito na história da humanidade,"['o', 'pior', 'filme', 'feito', 'na', 'história', 'da', 'humanidade']",-1
Dragonball Evolution,laumartins,0.5,0,pt,"O twitter acabou de me lembrar em um post aleatório que eu já assisi essa bomba, kkkkkkkkkkkkkkkk. Certeza que na época que assisti devo ter achando um máximo.","['o', 'twitter', 'acabou', 'de', 'me', 'lembrar', 'em', 'um', 'post', 'aleatório', 'que', 'eu', 'já', 'assisi', 'essa', 'bomba', 'kkkkkkkkkkkkkkkk', 'certeza', 'que', 'na', 'época', 'que', 'assisti', 'devo', 'ter', 'achando', 'um', 'máximo']",0
Dragonball Evolution,levioliveira7,0.5,0,pt,"preferia mastigar 5 giletes do que ter assistido esse cocozao, não tem nada pra se aproveitar dessa merda Dá pra considerar até um desrespeito com o Akira e com toda a humanidade","['preferia', 'mastigar', '5', 'giletes', 'do', 'que', 'ter', 'assistido', 'esse', 'cocozao', 'não', 'tem', 'nada', 'pra', 'se', 'aproveitar', 'dessa', 'merda', 'dá', 'pra', 'considerar', 'até', 'um', 'desrespeito', 'com', 'o', 'akira', 'e', 'com', 'toda', 'a', 'humanidade']",0
Dragonball Evolution,fungalcity,0.5,0,pt,não tá dando mais pra mim esse mundo de filmes e cinema,"['não', 'tá', 'dando', 'mais', 'pra', 'mim', 'esse', 'mundo', 'de', 'filmes', 'e', 'cinema']",0
Dragonball Evolution,ovicentebrito,2.5,0,pt,"Dragonball Evolution é uma adaptação live-action de um anime cultuado, mas que não consegue captar a essência do original. Embora tenha momentos de ação e uma tentativa de fidelidade ao material de origem, o filme falha na construção dos personagens e no desenvolvimento do enredo. Para os fãs da franquia, é um desapontamento, e para quem não conhece o anime, é apenas uma história genérica de ação.","['dragonball', 'evolution', 'é', 'uma', 'adaptação', 'live-action', 'de', 'um', 'anime', 'cultuado', 'mas', 'que', 'não', 'consegue', 'captar', 'a', 'essência', 'do', 'original', 'embora', 'tenha', 'momentos', 'de', 'ação', 'e', 'uma', 'tentativa', 'de', 'fidelidade', 'ao', 'material', 'de', 'origem', 'o', 'filme', 'falha', 'na', 'construção', 'dos', 'personagens', 'e', 'no', 'desenvolvimento', 'do', 'enredo', 'para', 'os', 'fãs', 'da', 'franquia', 'é', 'um', 'desapontamento', 'e', 'para', 'quem', 'não', 'conhece', 'o', 'anime', 'é', 'apenas', 'uma', 'história', 'genérica', 'de', 'ação']",0
Dragonball Evolution,felipedraddy,2.5,0,pt,"""Dragon Ball: Evolution"" (2009) não foi tão ruim assim assistir novamente. Apesar de ser uma adaptação longe de ser perfeita, o filme tem suas pequenas qualidades. A tentativa de trazer Goku para um contexto mais ""realista"" e com aspectos mais mundanos, como seu interesse por uma namorada, acaba criando cenas engraçadas pela breguice e pela diferença em relação ao Goku da série original. A escalação de Justin Chatwin para o papel de Goku foi uma escolha interessante e, surpreendentemente, ele…","['dragon', 'ball', 'evolution', '2009', 'não', 'foi', 'tão', 'ruim', 'assim', 'assistir', 'novamente', 'apesar', 'de', 'ser', 'uma', 'adaptação', 'longe', 'de', 'ser', 'perfeita', 'o', 'filme', 'tem', 'suas', 'pequenas', 'qualidades', 'a', 'tentativa', 'de', 'trazer', 'goku', 'para', 'um', 'contexto', 'mais', 'realista', 'e', 'com', 'aspectos', 'mais', 'mundanos', 'como', 'seu', 'interesse', 'por', 'uma', 'namorada', 'acaba', 'criando', 'cenas', 'engraçadas', 'pela', 'breguice', 'e', 'pela', 'diferença', 'em', 'relação', 'ao', 'goku', 'da', 'série', 'original', 'a', 'escalação', 'de', 'justin', 'chatwin', 'para', 'o', 'papel', 'de', 'goku', 'foi', 'uma', 'escolha', 'interessante', 'e', 'surpreendentemente', 'ele']",1
Dragonball Evolution,joaofilms1908,0.5,0,pt,Os meus olhos pediram socorro,"['os', 'meus', 'olhos', 'pediram', 'socorro']",0
Dragonball Evolution,aleclz92,1.0,0,pt,"Muito ruim, triste como estragou a história","['muito', 'ruim', 'triste', 'como', 'estragou', 'a', 'história']",-1
Dragonball Evolution,magodosjogos,5.0,0,pt,Nunca vai existir algo melhor do que esse filme,"['nunca', 'vai', 'existir', 'algo', 'melhor', 'do', 'que', 'esse', 'filme']",1
