movie_title,username,numeric_rating,likes,language,comment
The Shawshank Redemption,koala11011,5.0,1,en,this movie literally had a perfect ending. loved it.
The Shawshank Redemption,rollangoat69,4.5,0,fr,Incroyable oui parfait jsp
The Shawshank Redemption,patryk_szewczyk,4.5,0,sl,stare dobre kino
The Shawshank Redemption,real_wbm,5.0,0,af,Brooks was here……
The Shawshank Redemption,da_rtc101,5.0,0,en,This film winning 0 academy awards still baffles me
The Shawshank Redemption,laucasanova,4.5,0,es,muy buena pero creo que la volveré a ver para analizarla bien porque tiene muchas cositas
The Shawshank Redemption,lilliput15,5.0,1,zh-tw,年輕銀行家被誣告謀殺，帶著洗不清的冤屈被關進大牢，沒想到，最黑暗的深淵依然存有希望，靠著決心和毅力一步步往自由前進。經典電影之所以為經典電影不是沒有原因的，很少看到一部電影可以富含哲理又不淪於說教，希望既美好又危險，能使人瘋狂卻也能使人堅強，恐懼、慣性、自由、正義、人性和生命的真諦是什麼？我們到底都是忙著生活，還是趕著赴死呢？
The Shawshank Redemption,painal_,5.0,0,en,"""Hope is a good thing, maybe the best of things and no good thing ever dies"" I love how this movie is about freedom and hope everything but above all that is about friendship, it's really got to be one of the most beautiful filmes ever existed."
The Shawshank Redemption,simonmulas,5.0,0,en,The greatest
The Shawshank Redemption,al3ly,5.0,0,ar,محاولة الهروب متعلقة بالامل اكثر من الوسيلة
The Shawshank Redemption,ellsratters,5.0,4,en,You could say he yearned for the mines
The Shawshank Redemption,ellsratters,5.0,1,en,"“ I hope the pacific is as blue as it has been in my dreams “ Revenge and anger and frustration and grief and justice and injustice and good and evil and patience and determination and joy and survival and shock and friendship and Morgan freemans narration which is an entire emotion in itself and HOPE all in one movie THAT WAS FUCKING BEAUTIFUL. I want to have a picnic and sit a while under the tree  where Andy left his letter to red, the colours were so warm and comforting it seems so Safe ."
The Shawshank Redemption,mulkjell,3.5,0,nl,"Zeker een behoorlijke film, maar nummer 1 op IMBD vind ik wat overdreven."
The Shawshank Redemption,akankshasinha,5.0,0,en,Well what do I say about it that hasn't been said before! I wish I could watch it with my father who doesn't like Hollywood films very much. He's the one person I know who needs to watch it the most ❤️
The Shawshank Redemption,quaverr,3.0,0,en,They were running a secret Botox operation those 20 years too
The Shawshank Redemption,tersungai,5.0,1,en,"if patience was a sport, Andy would’ve got olympic gold."
The Shawshank Redemption,apollosfrisbee,5.0,0,no,never getting over brooks
The Shawshank Redemption,elkaya_,4.5,0,es,"“Algunas aves no deben estar encerradas. Sus plumas son demasiado brillantes… y cuando escapan, la parte de ti que sabe que fue un pecado haberlas encerrado se regocija, pero la parte con la que vives se siente vacía y triste de que se haya marchado…. Creo que simplemente extraño a mi amigo” 😭😭😭😭😭😭😭😭"
The Shawshank Redemption,el_porrokreisi,4.5,0,es,no te aburre en ningún momento y me parece muy bonita
The Shawshank Redemption,seezan,5.0,0,en,A Good Movie
The Shawshank Redemption,kvnfjjensk,4.5,0,en,They all innocent no cap just rapists no biggie
The Shawshank Redemption,vaanaattori,5.0,0,id,Peak.
The Shawshank Redemption,sean_z,4.0,0,en,Watched this with my girlfriend who was touring prisons in Europe ! Probably hit her the hardest fr
The Shawshank Redemption,marco_nomarcoss,5.0,0,es,"Una de mis películas favoritas, que, a pesar de haberla visto tantas veces, me genera casi la misma sensación de esperanza y libertad. Tal vez sea un poco sobrevalorada, pero cada vez la sigo disfrutando igual."
The Shawshank Redemption,sparky__,5.0,0,en,"It's not a story of prison break, It's a tale of friendship!"
The Shawshank Redemption,directors_cut23,5.0,0,en,"This is a masterpiece. The story is probably the best thing about it, which is based on Stephen Kings novella, and is one of the best adapted screenplays ever. The cast is spot on for the characters and it is also shot and directed very well."
The Shawshank Redemption,amelicadams,4.0,0,en,4 not 4.5 because Jordan deduced the ending an hour in.
The Shawshank Redemption,pinkyfloyd_,5.0,1,en,The will of man
The Shawshank Redemption,anasfreeman,5.0,1,ar,افضل فيلم في التاريخ ❤️❤️
The Shawshank Redemption,btwnadiia,5.0,1,en,"genuinely such a good film, i’m shocked i was so hooked considering i assumed it would be a boring film bro movie"
The Shawshank Redemption,userlandysh,4.5,1,ru,"Крутой, могу много раз пересматривать."
The Shawshank Redemption,maadzee,5.0,0,hr,"Ako kažem da je ovo najbolji film svih vremena, mislim da ne bih pogriješio. Zasluženo prima pozitivne komentare i smatra se kultnim filmom s razlogom. Odgledao sam ga dva puta i ne bih imao ništa protiv i treći. Masterpiece! 10/10 ✅"
The Shawshank Redemption,wezreed,5.0,0,de,HOOOLLLYYYY SHIIIITTTTTT
The Shawshank Redemption,loveskatrina,5.0,0,en,the most satisfying ending in all of cinema
The Shawshank Redemption,mileklach,5.0,0,en,"Still one of the greatest adaptations ever made, everything about is perfect and one reason for that is that anoyboadh at any age could watch it and enjoy it"
The Shawshank Redemption,stevanyj,4.5,0,en,How a good story ⭐⭐⭐⭐
The Shawshank Redemption,vxlyrze,5.0,0,sk,100/100 movie
The Shawshank Redemption,assjerky,4.5,1,en,Would you live out your days alone with Morgan Freeman?
The Shawshank Redemption,rancas,5.0,0,en,Who would’ve known the renowned good movie is actually really good
The Shawshank Redemption,kristletatu,5.0,0,sv,Damnnn
The Shawshank Redemption,selmaferdjioui,5.0,0,en,"perfect storyline, perfect cast, perfect everything. this film is a 100/10 and i still can’t believe it failed at the box office."
The Shawshank Redemption,subscribe_like,4.5,0,en,"I still feel like we're talking about the bare minimum of doing something well with the medium, but with a really good story, characters, and the actors to match"
The Shawshank Redemption,eliutp,5.0,0,ca,Increíble. 🥹
The Shawshank Redemption,madchicken4,5.0,0,ro,Absolute Cinema
The Shawshank Redemption,calivkieee,5.0,0,en,"""hope is a good thing"" very well spent 2hrs 22mins 33secs of my life"
The Shawshank Redemption,flickaholick,5.0,0,en,"I mean come on. What else is there to say that hasn’t been said already? This film is a masterpiece and everything about it is amazing. The acting, directing, script, cinematography, costumes, editing, ALL OF IT is amazing. Honestly 1994 might be THE greatest year for film right beside 1999."
The Shawshank Redemption,coleyroley,5.0,0,de,HOLY SHIT
The Shawshank Redemption,maic_stardust,5.0,0,es,"WOW, desde el principio sabes que estás viendo una genialidad de película. Es de esas películas que siento que todo va saliendo de una manera tan natural y tan sencilla que las dos horas de longitud se sienten como 20 minutos. Increíble reflexión que te deja la película sobre la perseverancia, la justicia y la manera de seguir adelante a pesar de la adversidad. Simple y sencillamente es una película fuera de lo normal que te hace pensar sobre las rutinas que hacemos de nuestras vidas a pesar de ser libres 🧘"
The Shawshank Redemption,bfarrar,5.0,0,en,Will always watch
The Shawshank Redemption,alrightletssee,5.0,0,en,Classic also stands the test of time
The Shawshank Redemption,jpcardoso5,5.0,0,pt,um dos melhores filmes de todos os tempos
The Shawshank Redemption,avramwshapiro,2.0,0,en,"A morally simplistic and emotionally fraudulent movie. Here's a quick rundown of the characters, all of whom are paper thin: we have the main guy with his blue eyes and tragic martyrdom and unique brilliance, Morgan Freeman as a watchful, beaten-down older inmate who forms a profound bond with main guy (seemingly because the two men share the same proclivity for saintly good deeds, as well as the same brand of simplistic wisdom), the growling, sour-faced and corrupt prison guard…"
The Shawshank Redemption,babycarmen,5.0,0,en,hope is a dangerous thing for a woman like me to have - lana del rey
The Shawshank Redemption,djsubzero,5.0,0,ro,perfect movie
The Shawshank Redemption,iknowjohnweaver,5.0,0,en,"I read Different Seasons. Rita Hayworth and the Shawshank Redemption barely resonated with me. But this movie... Wow. Just watch it. Get body livin, or get busy dyin."
The Shawshank Redemption,melow0,4.5,0,tr,Bu film hakkında izlerken konuşulacak şeyler var
The Shawshank Redemption,delawat,5.0,1,en,I would give this more than five stars if I could. Best movie I have watched so far. The friendship 🥺
The Shawshank Redemption,samunknown,4.0,0,unknown,1:32:06
The Shawshank Redemption,cfcnewport,4.0,0,en,Can’t give 8.5/10 Had already seen in parts so bit of excitement removed but still stellar.
The Shawshank Redemption,hayden_66,5.0,0,en,God I miss red he was such a w I love those movie so much it is literal art at its best it’s beautiful the movie captures so much 🙏
The Shawshank Redemption,luan_artms,4.0,0,pt,incrível como esse caba sempre foi velho mas mt pika o filme de vdd
The Shawshank Redemption,rhodeocowboy,4.5,0,en,I need Morgan Freeman to say “Andy Dufresne” repeatedly to me until I go to sleep. 😌
The Shawshank Redemption,cowboygurl,5.0,0,es,"llevaba años pensando en si ver esta película o no, por fin la vi y me dejó con el mejor sabor de boca. Morgan freeman nos dio historia, contrabando, Zihuatanejo y narración. De verdad de las mejores historias de fuga y con los mejores desarrollos de personaje sin duda. #brookswasheresoredwashere"
The Shawshank Redemption,magicbreadstick,5.0,0,en,I think that was the greatest movie I've ever watched. I actually forgot it was a movie halfway through because it felt so real. The Shawshank Redemption made me feel alive. For that it was perfect.
The Shawshank Redemption,andrew_neiwman,5.0,0,en,"SUCH A AMAZING MOVIE, I HEARD IT WAS GOOD BUT I NEVER EVER KNEW HOW GOOD IT WAS. IT WAS ALL I LOOK FOR IN A MOVIE IT WAS AMAZING"
The Shawshank Redemption,bansalranak,5.0,0,it,fav movie all time
The Shawshank Redemption,bkyubi,4.5,0,en,brooks was here. so was red.
The Shawshank Redemption,watsonbell,4.5,0,en,Old head ah movie but it’s good
The Shawshank Redemption,goncalolino,5.0,0,pt,"Um filme sobre liberdade, esperança e tudo o que nos mantém vivos, mesmo quando o mundo nos fecha as portas. Andy usou o pagamento dos polícias pelos seus serviços para conseguir cervejas para os colegas. Ele já nem bebia, mas satisfazia-o vê-los a saborear algo que os fazia sentir humanos, livres por um instante. Brooks preferiu tentar matar um companheiro do que sair em liberdade condicional. Ali, dentro da prisão, era respeitado, considerado culto e sábio. Cá fora, não sabia…"
The Shawshank Redemption,stef_g,5.0,0,en,I hope too
The Shawshank Redemption,joeyboyspanky44,5.0,0,en,I have never felt so warm and happy inside after watching a movie
The Shawshank Redemption,jhansen,4.0,0,en,"""Maybe because I'm Irish."" Yeah I get it. Thomas Newton's soundtrack is great. It wasn't earth-shattering for me, though. Maybe because of its impact on films since it came out that I watched, maybe because it's so... neat , and comparatively sanitized in relation to The Green Mile ."
The Shawshank Redemption,fardog,5.0,0,en,"All time favorite movie. Great story and characters you want to route for until the end. I can’t watch many movies twice, but this one I can watch over and over…."
The Shawshank Redemption,afowho,4.0,0,ar,Get busy living or get busy dying نتفكر قبل ما نشوفه قريت ريڤيو واحد يقول أنه مش واقعي وقصص الخيالية هاذي ما تصيرش وأنا نشوف في الفيلم انحرق دمي ونقول وين الخيال الي يحكي عليه ليش كله يتم بطريقة غلط لين وصلت لأخر نص ساعة وفهمت صح مش كل القصص في الواقع تتم بنهاية سعيدة لكن مش معناها لو كانت سعيدة يعني خيالية،الي صارله ما كانش سهل تخيل تمر عليك سنين من الظلم والتعدي والإستغلال حتى فرصته الوحيدة للنجاة ضاعت…
The Shawshank Redemption,saulmontana,5.0,0,it,cine 🚬
The Shawshank Redemption,iagodcampos,5.0,0,pt,"Filmaço! Filme angustiantes, mas prazeroso de se assistir, não sendo cansativo e repetitivo."
The Shawshank Redemption,ezrag423,5.0,0,en,My favorite movie type shi
The Shawshank Redemption,mitchell2001,5.0,1,en,a truly satisfying ending to a perfect film
The Shawshank Redemption,duncanldaho,4.5,0,en,what’s to say that hasn’t been already said
The Shawshank Redemption,manuchalameeeet,4.0,0,es,Tremendaaaaa. Morgan Freeman q hombre y que voz para narrar. 💜💜💜💜
The Shawshank Redemption,rhv_c,5.0,0,ca,Una película que vale la pena de ver.
The Shawshank Redemption,sajed18,5.0,0,ar,في حضن العتمة ، كان الأمل ينسج لنفسه جناحين من نور .
The Shawshank Redemption,dpickles5456,4.5,1,en,"An undoubtedly perfect film, the definitely feels like a rewatch would be necessary to appreciate it to the fullest. Really such a powerful depiction of what society does to those who are incarcerated for such long periods of time. Filled to the brim with all time performances, timeless pieces of cinematography and scene work—glimmering with hope while it seems all lost."
The Shawshank Redemption,lorrainealvesa,5.0,0,pt,"Um dos melhores filmes de todos os tempos, sem sombra de dúvidas."
The Shawshank Redemption,kenobidantas,4.0,2,pt,"Muito bom O começo do filme é muito bom, realmente senti na minha pele a angústia e a tristeza do personagem ao entrar na prisão, aprisionado em um ambiente hostil em que ele passaria o resto de sua vida lá, o filme fez muito bem em gerar empatia e preocupação pelos personagens. O meio do filme é bom, mas não me cativou tanto. Tem cenas importantes , emocionantes e legais... mas no geral não me prendeu tanto. O final é simplesmente lindo, a cena da fuga do personagem foi incrível, seu amigo se libertando e o encontrando depois foi realmente muito emocionante. Ótimo filme"
The Shawshank Redemption,t9_afb,5.0,0,ar,بعد الاعادة يصبح الفيلم افضل بكثير الفيلم ولا غلطة القصة الحوارات سرد مورغان فريمان للاحداث رهيب الفيلم طرح رسائل جداََ عظيمة وانا اعشق الافلام الي تتكلم عن الأمل وهذة الفيلم بالتحديد هوة افضل فيلم طرح هذة الموضوع الأمل شيء جيد، بل ربما هو أفضل الأشياء والأشياء الجيدة لا تموت أبداً وبالنهاية هذة الفيلم واحد من افضل الافلام بالتاريخ
The Shawshank Redemption,scarlettcoover,4.0,0,en,bro I love Morgan freeman 😔✊
The Shawshank Redemption,isaktsu,4.0,0,es,ES CINE.
The Shawshank Redemption,makavelley,5.0,1,en,"Andy Dufrane, walks down the sandy streets of his new hometown, on mexicos pacific shoreline. he is bringing a pack of cigars to leave at Ellis’ resting place."
The Shawshank Redemption,smegmin,4.5,0,es,"Imagínate que tu ex esposa te siga jodiendo después de muerta La verdad es que no tengo mucho que opinar más que a un hogar lo hacen las personas, y aunque a le pegaron unos cuantos 🎻 a Andy jamás perdió su tranquilidad ante la situación"
The Shawshank Redemption,yasseinsherif,5.0,0,ca,Basic 10/10
The Shawshank Redemption,cryptide123,4.0,1,en,Wow. The amount of emotions I felt when the credits started rolling are inexplainable. This is one of the most beautiful and inspiring stories to ever exist. Also just found out this came out same year as Pulp Fiction and Chungking Express? What a year man holy shit.
The Shawshank Redemption,wardogyans,5.0,0,es,"""Lo bueno siempre vivira"""
The Shawshank Redemption,abortiondoctor,5.0,0,en,watched this shit in japan. nothing specific to say other than hell yeah
The Shawshank Redemption,beleatssushi,4.5,0,en,watched this for extra credit and it was by far one of the best movies i’ve seen in a while 🔥🔥🔥
The Shawshank Redemption,mntcey,3.0,0,en,Damm so Bob Gunton just solely plays villians then 😂
The Shawshank Redemption,diego1234,5.0,0,en,Perfect.
The Shawshank Redemption,scterg,4.5,0,en,Simple well-executed feel-good movie.
The Shawshank Redemption,mbc328,5.0,1,en,Made me cry many times. The warden needs to kill himself rn. Like rn rn. (Update he did and I clapped) BROOKS AND TOMMY MY SHAYLAS 😭😭😭😭😭😭
The Shawshank Redemption,yayeet13,5.0,0,en,Good movie Warden was kinda mean to the smart guy This was where richie aprile did time in the can too btw Mogran Freeman
The Shawshank Redemption,dubld,5.0,0,en,I cant find this damn tree…
The Shawshank Redemption,spannnar,4.0,4,en,no one look under my gone girl poster rn…
The Shawshank Redemption,alonsosanchez10,4.5,0,tl,vaya final guapo guapo
The Shawshank Redemption,few100y,5.0,0,en,"slow at the start, last 30 minutes is absolute cinema"
The Shawshank Redemption,pilaralijaa23,5.0,0,af,brooks was here 😭
The Shawshank Redemption,wangiken,3.5,0,en,"slightly slow for my liking and predictable ending, but otherwise enjoyable character development in Dufresne... Set was small with the same few rooms for quite a long movie, making the film feel dragged out"
The Shawshank Redemption,paperflwers,4.0,0,en,shoutout to leaving cert english for this one
The Shawshank Redemption,betterfuelhuel,5.0,0,en,Just watched in 4k. The visuals suit the theme so well. This movie is a complete masterpiece. Every watch is never boring
The Shawshank Redemption,jjoc4rq,3.5,0,id,meh
The Shawshank Redemption,leaasanii,5.0,0,en,this is the first movie i consciously remember watching in the living room w my dad
The Shawshank Redemption,kika_o,5.0,1,en,"Hope is a good thing, maybe the best of things, and no good thing ever dies."
The Shawshank Redemption,miriamgonzalez_,5.0,0,es,obra de arte.
The Shawshank Redemption,harlemcount101,5.0,0,en,One of the best prison escape I have seen
The Shawshank Redemption,brai_chavez,5.0,0,es,"me encanto, todo me encanto"
The Shawshank Redemption,indiab,5.0,1,sv,I j miss my friend 🥺🥺🥺
The Shawshank Redemption,c_ato_d,4.5,0,fr,"Bon petit film ça, peut-être il sera cité dans des top de grands sites un jour 👌"
The Shawshank Redemption,jamesexwards,5.0,1,en,No notes on this one
The Shawshank Redemption,ago06,5.0,0,es,Mi Brooks merecía un final mejor 😭😭
The Shawshank Redemption,agm354,4.5,0,es,De verdad que nunca superaré esta película.
The Shawshank Redemption,zanotttti,5.0,0,pt,"Muito bom, não deu preguiça de assistir e tem um final massa"
The Shawshank Redemption,jackclb,4.5,0,en,Incredible watch
The Shawshank Redemption,jonob17,5.0,0,no,Satisfying
The Shawshank Redemption,nicoledancey,5.0,0,pl,wow
The Shawshank Redemption,feurtractor,5.0,1,fr,Juste excellent
The Shawshank Redemption,bigbarrelb0y,3.0,0,fr,Franchement c'était juste bien je comprends pas la mega hype autour de ce film
The Shawshank Redemption,mmaninamm,1.0,0,de,BOOOORRRIIIIIING
The Shawshank Redemption,storyblav,4.5,4,ru,культовый классический фильм и понятно за что этот фильм любят наверно я жила в пещере не зная об этом фильме сильно думала атмосфера будет более печальной но меня и эта вполне устраивает хех даже не знаю что особо написать я спать нах хочу
The Shawshank Redemption,enikdek,5.0,0,es,Me encanta esta película jsjssj también una de las favoritas de mi madre Toda la película me parece súper bonita 🥺
The Shawshank Redemption,mightbestars,5.0,0,en,"Hope is a good thing, maybe the best of things, and no good thing ever dies. Sometimes a five star film is just a good film. And then sometimes, a five star film is The Shawshank Redemption. What else can I say that hasn't been said before"
The Shawshank Redemption,owensmhhh,4.5,0,en,An incredibly touching tale of hope in an evil world
The Shawshank Redemption,emmadodworth,4.5,0,en,Brooks and his Scorsese brows gets me every time 😭
The Shawshank Redemption,seanfranco,5.0,0,en,All my reviews are ten words or less: So in your face with themes of pressure and time.
The Shawshank Redemption,monopolycule,4.5,0,en,Crazy how the best anti-prison movies of all time are this and Paddington 2
The Shawshank Redemption,alex_macabre,4.5,0,es,El pobre Brooks siempre te llevaré en el corazón. Película con Sonia. Este hombre cuando no quiere hacer terror hace auténticas obras de emoción. Las reflexiones sobre la esperanza son muy importantes para todo el mundo. A verla !
The Shawshank Redemption,camriosz,5.0,0,en,Brook was here. So was Red 💔
The Shawshank Redemption,liaentrudo,5.0,0,en,Red is my favourite irish person after Ayo Edebiri
The Shawshank Redemption,mwillis90,5.0,0,en,"Perfection, or as close as you can aim for"
The Shawshank Redemption,bcristinaa,4.5,0,pt,eu n achava q a tpm me afetava tanto até os discursos do red e a morte do brooks
The Shawshank Redemption,snowcapet,5.0,4,es,fuck
The Shawshank Redemption,hrnli,5.0,0,es,"No sé como se las han ingeniado para recrear esa tubería, solo espero que no sea de verdad."
The Shawshank Redemption,ariel_san,4.5,0,en,In short school days
The Shawshank Redemption,lissyx,5.0,1,en,oh my… I Litterly don’t know what to say. Everything single thing is perfect in this film
The Shawshank Redemption,mollyangharad,4.5,0,en,such a beautiful film can’t believe ive never seen it before today
The Shawshank Redemption,gabyfauth,5.0,0,pt,amei que filmao 😮‍💨
The Shawshank Redemption,stellasimmons,5.0,1,en,"It’s a golden masterpiece and I can’t get it off my mind. It’s like someone has twisted a knife in my heart or brain. I can’t point out where I feel it the most. As much as I loved the visuals and the score, it’s not as relevant, the story is just something else. It’s not your regular sad story, but solely men being men. Humans experiencing human emotions. What stuck out to me the most was how guilt eats…"
The Shawshank Redemption,johanesald,4.5,0,en,"This movie is a amazing, you really how the actor is doing a great acting, and the story is a like heaven, and my favorite part is when ending, it maybe was a my favorite ending forever"
The Shawshank Redemption,letaa11,5.0,0,en,Can really never get tired of watching this ABSOLUTE MASTERPIECE. I don't think there is a person on earth who wouldn't understand my love for this movie.
The Shawshank Redemption,flowery246,5.0,0,en,"Brooks is definitely my favourite, his character is done so perfectly, but DAMN I CRIED FOR EVERYONE IN THIS MOVIE :((((((("
The Shawshank Redemption,notomatoesx,4.5,1,en,this was very touching fr got me crying by the end 😭😭 this isnt a masterpiece and not the best film ever made as imdb says but its so good im acc blown away by how emotional this is finally a happy ending oml
The Shawshank Redemption,jkennedy7000,5.0,0,en,"What more can I say about this movie that hasn’t already been said, it's the greatest movie i’ve ever seen at this point in my life. And I might even go as far to say that it might be the greatest, most touching piece of art I've ever experienced. Every single time I watch it it gets better and more profound. What’s so incredible about it is just how well written it is, every single second has been carefully thought…"
The Shawshank Redemption,saramsousa09,5.0,0,en,Brooks was here ... so was Red
