movie_title,username,numeric_rating,likes,language,comment
2001: A Space Odyssey,rtzmovies,4.5,0,en,Predicted Grok^^
2001: A Space Odyssey,duxiu,5.0,0,fr,Dur de faire mieux
2001: A Space Odyssey,lukevinny,4.0,1,pt,"Da evolução humana,as viagens espacias, relação dos humanos com IA e a existência de vida extraterrestre.É um filme com temática bem rica, apesar da sua narrativa lenta,o visual ajuda a capturar o espectador.Ele é bem bonito, principalmente pra época,é surreal pensar que faz tanto tempo que isso foi lançado. Possivelmenteo pai da ficção científica no cinema, foram tantos filmes que pegaram inspirações.Os que percebi mais claramente foram Blade Runner,Alien, Star Wars,Interestelar. Kubrick sempre foi sinônimo de excelência,em suas trilhas sonoras,e…"
2001: A Space Odyssey,abhi_xoxo,4.0,0,en,"on this rewatch(community screening nearby) , the initial hour of orchestra music in the movie provided me with michelin starred ambient music while i broke my ramadan fast munching on a 2 feet loaf and biggest cadbury , with sides that went parallel with opening scenes of apes eating & scavenging on screen just as kubrick would've intended the remaining half of the movie had a otherworldly meditative effect on me or did i overdo myself with the ton of food , would be nice to ask HAL ps: i am not sure whether i actually like this movie , might not"
2001: A Space Odyssey,ryexfilms,4.5,0,en,1968 is crazy
2001: A Space Odyssey,pernille265,2.5,0,en,"You know when you watch something from fashion week and think “is this actually good or is there just a big name on it?” I’m sorry, but that’s kinda how this was for me. Of course it should be appreciated for the impact and for the absolute force of nature it was when it was released, but by todays standards it was just absolutely fine. I’m sure a rewatch could change some things for me, but for now, meh"
2001: A Space Odyssey,ithzlol,5.0,0,es,"Espacio y una IA con ganas de asesinarte, no hay mejor cosa que eso"
2001: A Space Odyssey,buffayslover,5.0,0,en,I can't imagine watching this in 1968.
2001: A Space Odyssey,axelps,1.0,0,fr,Qqun à un mouchoir pour essuyer le foutre intellectuel répandu par Kubrick
2001: A Space Odyssey,mxnmacchiato,4.5,1,en,literally me when i touch the obelisk
2001: A Space Odyssey,harriette__,0.0,1,en,group photo by the monolith :))
2001: A Space Odyssey,greuuuh,5.0,0,ro,Absolute cinema.
2001: A Space Odyssey,dreamymar,4.0,3,es,"así que ni diciéndole por favor y gracias a chat gpt me salvo 😟 qué fumada, tuve q buscar un análisis del final y MENOS MAL que Kubrick lo explicó en una entrevista porque sino diosmio"
2001: A Space Odyssey,thfrankenstien,4.0,0,en,"Yknow. I have many issues with this movie. I have so so so many thoughts on it but that’s in (mainly) part to the fact that I’m stoned as fuck right now. But. The issues I can articulate is the fact that this movie is ENTIRELY too long on its pace. For the length of story told, THE FACT THAT ONE WHOLE HOUR IS BASED ON THE WRONG PART OF THE MOVIE, is kind broken. But that’s okay. I understand…"
2001: A Space Odyssey,thomas38,3.5,0,fr,Il se branle un peu sur nous la le Stanley on va pas se mentir
2001: A Space Odyssey,navidamini,1.0,3,fa,صادقانه بگم، اولین فیلم سال اصلا فیلم خوبی نبود و انتخاب بدی کردم... فرقی نداره که ژانر چی باشه و ناسا ۵ سال روی فیلم تحقیق کرده و ابرو ماه و مه خورشید و فلک در کار بودند تا فیلم ساخته بشه، شما تا زمانی که نتوانی یک فیلمنامه با اندیشه های سینمایی بنویسی؛ فیلمت ضعیف میشه.. وقتی در بر انگیختن احساسات ما عاجز باشی به فرم نمیرسی..وقتی به تکنولوژی دلخوش کنی، به باور قلبی به فیلم و شخصیت هات…
2001: A Space Odyssey,wonderboydamien,4.5,0,fr,"4,5/5 Les décors et les costumes sont incroyables. L’ambiance que Kubrick arrive à crée est très immersive, un peu creepy parfois avec une musique où des gens cri ?!?! Sur ça rien a dire, c’est vraiment une expérience unique le seul bémol c’est le début et des parties un peu longue où rien ne se passe."
2001: A Space Odyssey,victorlac,5.0,0,fr,HAL +1 lettre dans l'alphabet = IBM. Merci M. Lanot.
2001: A Space Odyssey,radiojordy,5.0,1,en,"What a great movie. Why aren't there any movies nowadays where you have to think about the ending for several minutes? In today's movies, everything is declared dead"
2001: A Space Odyssey,gaabymunson,5.0,0,pt,"Não entendi, mas fodastico mds"
2001: A Space Odyssey,juice123588,5.0,0,th,เดี๋ยวดู Solaris แล้วเอามาเทียบดูละกัน 💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖 /100
2001: A Space Odyssey,aitortv,4.0,0,es,"La mejor de Kubrick en cuestion de tomas de las que he visto. Y ya lo de la musica... Lo unico malo que le saco es que para durar 2 horas y media tengo la sensacion que ha pasado poco, aunque tambien es verdad que se me ha pasado rapido."
2001: A Space Odyssey,augusto_gallo,3.0,0,es,"Muy adelantada a su tiempo, si la ves con los ojos de una persona del 68 es espectacular, pero ha envejecido regular, esos tiempos infinitos mostrando una nave , un planeta, la infinidad del espacio , a día de hoy se hace aburrido y pesado, aún así es curiosa de ver. Lenta de cojones"
2001: A Space Odyssey,chrim1,4.0,0,en,It’s wackadoodle time
2001: A Space Odyssey,stanleykubrickx,5.0,0,en,he really did that in the 60's huh
2001: A Space Odyssey,chimiwtf,0.0,0,es,"Tremenda, un total referente cultural, tras haber intentado ver la película como 4 veces y siempre haber llegado al inicio de la expedición a Júpiter, por fin la terminé y tengo que decir que lo más satisfactorio es su final, si bien la película ya desdoblaba la realidad para haber salido en el 68, el viaje sideral del final fue lo mejor, una experiencia sonora y ambiental hecha para ser vista en el cine, un hito. Si bien es una…"
2001: A Space Odyssey,marcoz17,5.0,0,es,"Hmp, que bien se ve en comparación a nuevas peliculas y en cuanto a la trama muy buena (No entendí nada)"
2001: A Space Odyssey,cgp22,4.0,1,es,Es del 68 no de 2001
2001: A Space Odyssey,ilyasnajih,3.0,0,en,"? I had no problems with the pacing and actually really liked the first hour or so despite nothing happening but I'm disappointed that it didn't lead to ANYTHING actually happening towards the end so making it ""open to interpretation"" just kinda sounds like saying ""here are some cool themes and visuals now finish the script for me however you like it"" And seeing the monkeys again would've been fun lol"
2001: A Space Odyssey,milkzx,5.0,0,en,"THE BEST STANLEY KUBRICK MOVIE THE BEST SCIENCE FICTION MOVIE ONE OF THE BEST MOVIE EVER The photography in this film is incredible, this film is beautiful We need to be patient to watch it, but this film is a lesson in cinema because how is it possible for a film with little dialogue to be so goooood? Seriously, I love Stanley's films What was that end? ☄️"
2001: A Space Odyssey,polorolfo,4.5,0,es,Lo bueno: 1visualmente hermosa. 2creo que representa mejor el horror cósmico que cualquier otra película. Lo malo: 1 hay una escena que no me gusta porque el protagonista logra sobrevivir por un segundo al vacío del espacio. 2 final inenentendible.
2001: A Space Odyssey,kroovyy,5.0,0,es,"Fok lo adelantadísimo a su época de esto Kubrick dijo, me voy a gastar todo el presupuesto en sillas de muy buen gusto Los momentos de oscuridad completa con el sonido otppp Jsjsj nunca me imagine que esto fuera horror cósmico, kede loka Esta película sin la Banda sonora no sería nada No pasa nada pero te transmite todo y lo presuntuoso sí le queda Maldito Kubrick excéntrico acaso fuiste un nepobaby o q"
2001: A Space Odyssey,bernyfimose,5.0,0,pt,"O Stanley Kubrick gastou todas as barrinhas nesse filme. Eu não acompanhei muito a carreira da Kubrick, provável dele ser assim a vida toda mas porra, como que pode? O filme é lindo, tudo nesse filme é impecável, da estética ao texto, tudo no seu devido lugar, Absolute cinema. 5/5"
2001: A Space Odyssey,estiercol42,2.5,0,es,"A ver, entiendo lo que querían hacer. Pero kubrik es que no sabe hacer ritmos consecuentes a una película. 2001 es somnífera, COÑAZO. El final de la película y la historia de HAL está muy muy bien. Pero el resto UFFF eh."
2001: A Space Odyssey,xzfz1,0.0,0,ar,ياليت ما تابعته
2001: A Space Odyssey,pedrops7,5.0,0,pt,"Esse filme é pra ver depois de ficar bem doido, fodastico"
2001: A Space Odyssey,mimismall,4.0,1,en,Ok how cool was that? Felt like blasphemy not to watch this on a big screen :( - 1 star for the breathing noises and overlong space shuttle shots
2001: A Space Odyssey,i77e77,5.0,3,en,"2001: A Space Odyssey is not just a film—it is a profound cinematic experience that transcends time and space. Directed by the visionary Stanley Kubrick, this masterpiece takes us on an awe-inspiring journey, exploring the very essence of human evolution, artificial intelligence, and the mysteries of the cosmos. From its haunting opening sequence, set to the powerful strains of Also sprach Zarathustra, to its mind-bending, almost transcendental finale, every frame is meticulously crafted, immersing the viewer in a dreamlike voyage.…"
2001: A Space Odyssey,3qlha,5.0,2,en,"The ending feels like a surreal fever dream, the film’s core idea is absolutely brilliant"
2001: A Space Odyssey,mrlumpy06,2.0,1,en,Yall gonna hate me for this one...
2001: A Space Odyssey,zio824,3.0,0,en,"I found a good chunk of jt to be either a bit boring or pretentious but the parts that clicked with me, clicked really strongly such as the parts with HAL."
2001: A Space Odyssey,sackingsfanboy,5.0,2,en,GRADE: A+ There was once a time when I hated this movie and simply did not understand the appeal of it. I was a dumb movie fan back then and my taste has matured significantly since then. My last watch is when it finally clicked with me and became 4.5 stars. This time around I’m giving it the 5 stars that it deserves. 2001: A Space Odyssey is the ultimate sight and sound masterpiece. One of the few…
2001: A Space Odyssey,jam_sandwich,0.0,4,en,Fuck everyone who laughed at me for reclaiming 2001 as a date movie. I proved you wrong tonight!
2001: A Space Odyssey,ramsexo,2.0,0,es,"Tal vez aún soy demasiado joven, pero me encantan los sillones, las luces y la fotografía. Tal vez esperé demasiado, tal vez sólo no es para mí. No la disfrute ni la odie, pero la vería de nuevo, un saludo a ti tal vez 10 años en el futuro."
2001: A Space Odyssey,niquegz,5.0,0,es,loco como el demonio
2001: A Space Odyssey,poppyannarose,5.0,1,en,so ahead of its time its unheard of. would rate it a 6 if i could
2001: A Space Odyssey,plot_jacob,5.0,0,en,May I say less?! Visual’s kill it. Stanley one of my if not my favorite director of all time. He’s the reason I got into film and movies like that in the first place. This is my favorite movie of all time for plenty of reasons I could yap about.
2001: A Space Odyssey,trentanyl,4.0,0,en,"This is probably the most confusing movie I’ve ever watched. It looked really good for 1968. That was very impressive. Also, the cinematography was really good and I like the storyline with HAL you know AI. The ending was the most confusing thing I’ve ever watched ever I don’t know what happened, but he turned into a baby at the end floating in space. It doesn’t make sense. Still a really good film."
2001: A Space Odyssey,simbodies,3.0,0,en,I mean it’s aight
2001: A Space Odyssey,bigguycooper,4.0,1,en,you know what else happened in 2001 ✈🏢🏢
2001: A Space Odyssey,deeps07,0.0,0,en,"Absolute genius by Kubrick!!! It makes u think which IMO is it's greatest plus point it's been couple a day since I watched dis n somehow it still intrigues me n makes me question what does he want us to see n understand, these r the films which makes u go an extra mile n search up youtube . The size n proportions n the vastness of space, Kubrick nailed it n the hallucinogenic effect of space adds on to…"
2001: A Space Odyssey,yairzan,4.5,0,es,Tengo sentimientos encontrados
2001: A Space Odyssey,evepeyser,4.5,2,en,me? i woulda just turned around
2001: A Space Odyssey,dr_carnage,2.0,1,en,This film might be the biggest nothing burger of all time.
2001: A Space Odyssey,gabonxd,5.0,0,es,"claramente es imposible que yo haya visto esta película en los 60', pero es increíble lo trascendental que es. su estética perdura fresca inclusl después de más de 50 años. el ritmo de la película y su planteamiento es magistral, tratando el tema de la evolución humana con una sutileza muy sotisficada. kubrick es inigualable, sus mejores películas realmente tienen mucho cariño."
2001: A Space Odyssey,faxone,4.0,0,en,Sorta like Interstellar but with a twist… and older i guess.
2001: A Space Odyssey,emmakatt,4.0,0,en,"A visual feast! The last 15 mins reminded me of all the photo booth filters in 2010 lol. You can see how influential this was in so many ways- in story structure, visuals, and and scoring. Movies that reference or were inspired by this that I can think of just offhand: Barbie, Wall-E, Interstellar, The Stupids, Zoolander. I still don't understand the full meaning, which few probably truly do, but I think I (60%) get it and mostly liked it."
2001: A Space Odyssey,filmboy3,4.5,0,en,"“I’m sorry, Dave. I’m afraid I can’t do that.”"
2001: A Space Odyssey,xman12345,2.0,1,en,"I don't get the hype, Very boring and little dialogue."
2001: A Space Odyssey,wallybrown,4.5,0,en,"""The ultimate trip."" Agreed."
2001: A Space Odyssey,greendie,4.0,0,es,no sé la vi borracho y drogado y no entendí una mierda pero aguante Kubrick
2001: A Space Odyssey,refreshingwater,5.0,0,en,This movie was truly a space odyssey. Cinematic masterpiece where Dave becomes a giant cosmic baby. I am now also scared of ChatGPT
2001: A Space Odyssey,pedro_szlima,2.5,0,pt,"Um ícone, mas..."
2001: A Space Odyssey,versaceitgirll,3.5,0,pt,"po não tem como negar que esse filme tem uma das fotografias mais lindas e insanas do mundo, principalmente levando em conta que ele é de 1968, mas vamos pensar racionalmente se realmente era necessário 2 horas e meia disso …. dava pra ter continuado absolute masterpiece mas com menos tempo sabe ….. (ou as vezes eu só não sou cult o suficiente e já estou consumida pelo brainrot)"
2001: A Space Odyssey,astridmrs,4.5,0,es,"Que risa las máscaras de los changos jaja lol. Entonces, la presencia del monolito negro en lugar de un alienígena, comprueba su inteligencia superior al humano. Ósea que si existen los aliens no son agresivos como se tuvo estereotipado, porque su mentalidad va más allá que la de un humano…¿o no? ¿o nada?."
2001: A Space Odyssey,eriqhacker,3.5,0,en,Star-baby.
2001: A Space Odyssey,zoeeswings,1.5,0,en,confused
2001: A Space Odyssey,snoopers,4.5,1,en,"(Re)watched this for one of my seminar courses, 9am in winter + room full of 18-19y/o kids if it wasn’t divisive enough already. After finishing it (on our second day of watching ofc) i had the privilege of witnessing a group of young people —with nothing to lose, nothing on the line— just straight up argue. 12 weeks in and i heard like six new voices that day. Passion, intrigue,  and reverence… clashed with confusion, artsy-fartsy eyerolls, and genuine disgust…"
2001: A Space Odyssey,abubakar_s,0.5,0,en,"Don't usually write reviews but have to share my experience of watching the worst piece of cinema ever made . The movie is basically for wanna be philosophical, pretentious ass people who want to show everyone how profound they are. However in reality this movie has absolutely 0 plot, it has some of the worst acting i have ever seen (some facial expressions by the actors dont even match whats happening on screen especially in the HAL saga) and finally even…"
2001: A Space Odyssey,gwendaloohoo,4.5,0,en,Very great film
2001: A Space Odyssey,seafelton,5.0,0,en,"HAL: Just what do you think you're doing Dave? Dave, I really think I'm entitled to an answer to that question. I know everything hasn't been quite right with me...but I can assure you now...very confidently...that it's going to be all right again. I feel much better now. I really do. Look, Dave...I can see you're really upset about this...I honestly think you should sit down calmly...take a stress pill and think things over. I know I've made some very…"
2001: A Space Odyssey,jetplanez9000,5.0,0,en,A different kind of sci-fi flick which was also revolutionary.
2001: A Space Odyssey,xtdbsx,1.0,0,fr,Ce film est le plus ennuyant que j'ai vue ai.si que le plus vide de sens il ne m'a fait ressentir aucune émotion sans exageration. Les gens font semblant d'aimer se film pour se donner un genre c'est triste parce que c'est si vide. En gros si je devais résumé le film objectivement c'est des séquence qui s'enchaîne sur de la musique de plan de l'espace avec parfois un vaisseau spatiale qui avance très lentement et toute les 10 minutes…
2001: A Space Odyssey,hey_guys,5.0,1,ro,peretele meu de cămin e prea mic pentru un așa film...
2001: A Space Odyssey,strawtadpool466,5.0,1,en,"IM SORRY DAVE IM AFRAID I CANT DO THAT. This is a provoking Sci-fi Epic Masterpiece the special effects, the performances, visuals, sound design, story, and the long sequences are mind blowing and amazing especially from a film that is 56 years old. Stanley Kubrick made a masterpiece its Perfect Just Perfect."
2001: A Space Odyssey,liorbanana,1.5,0,en,Objectively good but I HATE THIS MOVIE #nooneunderstandsme
2001: A Space Odyssey,sneezed1,4.0,0,en,I understood this better than you did
2001: A Space Odyssey,michel_cy,4.5,0,es,Cómo robaron los Simpson con esto mamita La música 10/10
2001: A Space Odyssey,bellawedman,4.0,0,en,Eena I saw this in ur watchlist and I think u would lowkey rly like it I can also see why this is every manchild/splainers favorite movie
2001: A Space Odyssey,tomspencer331,4.5,0,en,"masterpiece of media, with many long drawn out shots of things in space moving around. Incredible theming and i always enjoy watching dissections of each part of the film (what the monoliths represent). I enjoy those videos more than the actual film which is testament to how great of a film it actually is. Although very long and boring at times it’s totally worth a watch"
2001: A Space Odyssey,fawkesogrande,5.0,0,pt,a verdade é que nolan queria ter feito esse filme e acabou fazendo interstellar é isso aí msm
2001: A Space Odyssey,erikswaos,0.0,2,en,"Watched it in two parts with my family with 2 weeks between each half. My mom kept laughing during the creepy music sequences and the big cinematic moments, and asking ""is that realistic"" at everything. And my dad just said ""the book made more sense"" immediately afterwards. Hope I can see it in a cinema sometime when that experience is out of my system. Mind blown at what it achieves with the time it came out in"
2001: A Space Odyssey,kkenn,3.0,0,cy,daisyyy daisyyyy give me your answer dooo
2001: A Space Odyssey,emidiodontmiss,4.0,0,pt,Quem me dera ter fumado
2001: A Space Odyssey,watchinnaked420,4.5,0,en,rough start for me but amazing at the end
2001: A Space Odyssey,midnightsnackin,4.0,0,et,i kinda like Hal 9000
2001: A Space Odyssey,exorcistbae,3.5,0,pt,"Esteticamente falando, é um dos filmes mais belos já criados (como assim ele é de 1968???) Poucos diálogos, menos explicações ainda e muitas perguntas. Em resumo são duas horas e meia sobre um retângulo misterioso."
2001: A Space Odyssey,candelaa_08,1.0,0,es,si alguna vez os digo: esta es mi peli favorita!! efectivamente he sido secuestrada pensaba que al final de la peli iba a salir toñi moreno a decirme que era una persona maravillosa y que me iba a devolver las 2 horas que he perdido de mi vida jamás existirá alguien tan soplapollas como kubrick
2001: A Space Odyssey,caiopes,4.0,0,pt,"Filme doidão, fiquei vidrado do início ao fim. Muito bonito e bem feito, não parece que foi feito 50 anos atrás. Filmasso, mas não dá pra ver qualquer dia pq tem que estar na vibe pra entrar na lombra."
2001: A Space Odyssey,jennifero29,4.0,0,en,I didn’t know 70s got it like that. Watche dfor the opening scene
2001: A Space Odyssey,torqu4to,3.5,0,pt,"É impressionante a qualidade de imagens que este filme traz. Além disso, ele aborda temas super atuais, o que o torna ainda mais impactante e relevante."
2001: A Space Odyssey,florisbal,4.0,0,pt,"imagina vc ser um robô e morrer, que patético"
2001: A Space Odyssey,mrwolf12,4.0,0,en,"Yeah it’s good, but is it Paddington 2 good? I’m not so sure Also hey would you look at that, 1000th fucking logs on Letterboxd"
2001: A Space Odyssey,euanadams,0.0,0,en,I only remember liking the monkey bit
2001: A Space Odyssey,leolegros,5.0,0,fr,Merci pour ce grand final.
2001: A Space Odyssey,pedrolvidal,4.5,0,en,Like watching the paint on the mona lisa dry
2001: A Space Odyssey,yourmamak,4.0,0,en,Important film history piece.
2001: A Space Odyssey,fidelcelo,5.0,0,en,A classic Kubrick masterpiece.
2001: A Space Odyssey,qguy1234,5.0,0,en,"""I'm sorry Dave, I'm afraid I can't do that."""
2001: A Space Odyssey,medeafanpage,4.0,1,en,0/2 at picking movies for a tinder date def a movie to lock in to but supremely gorgeous even if i didnt know what was happening for most of it
2001: A Space Odyssey,wjdrake,4.5,1,en,Movie would’ve been half as long if the people and spaceships didn’t move so incredibly slow
2001: A Space Odyssey,tuxedopirate73,4.5,0,en,"A visual masterpiece, this film's effects are incredible both for its time and today. All the events in Discovery One produce a fascinating and beautiful plot with relevant commentary on artificial intelligence. The pacing did not always sit well with me. I think I will have to revisit this film in the future, but it is undoubtedly worthy of its adulation."
2001: A Space Odyssey,betzley,4.5,0,cy,Malcolm in the middle dad goin crazy!
2001: A Space Odyssey,rahul_reddy,4.0,0,en,It will not be my favourite but how did they do like this movie in 1968 MAN 🤯 Such a great VFX at 90's time 💀
2001: A Space Odyssey,weavisfilmbuff,5.0,0,en,Just Deactivated Siri.
2001: A Space Odyssey,domsese,5.0,0,en,"2001: A Space Odyssey is a fantastic film and I absolutely adore it. But what shocks me the most is just how huge and popular it is. I mean this is one of the most avant garde, arthouse movies I've ever seen. Similar to movies like The Tree of Life and Koyaanisqatsi where there's no clear plot in sight. I just would've never guessed that a like film like this one would ever appeal to such a large audience and have such a cultural impact."
2001: A Space Odyssey,marios_z,5.0,0,en,This really came out in 1968. WOW. Truly a masterpiece that shaped cinema
2001: A Space Odyssey,reallylia,5.0,1,en,kubrick literally predicted watching TV on an ipad while eating dinner
2001: A Space Odyssey,phponthemic,2.0,0,en,What did I just watch
2001: A Space Odyssey,karim_mawed,5.0,1,en,"at first i  thought the movie that i downloaded is cracked because the screen stayed black for about 3 minutes lol,also the monkeys thing was so funny i can watch it all day!"
2001: A Space Odyssey,elliottt1,3.0,0,fi,monkey
2001: A Space Odyssey,zovirax,2.0,0,en,This misunderstanding was made while Kubrick was high on the strongest horse tranquillisers for sure. Two and a have hours torture of slow motion screensavers with inverted colours. It's a nice ASMR video for background noise tho.
2001: A Space Odyssey,panadol_pete,3.0,0,so,Lmaoooo what
2001: A Space Odyssey,vedang531,2.0,0,en,"I was forced to watch it because of the kubrik direction,..but i was not expecting it to be this level shit."
2001: A Space Odyssey,cringhoul,4.5,0,en,"It's really impressive considering the year it was created, visually it's a unique experience. The various meanings that make up the film really stuck with me"
2001: A Space Odyssey,gaelmcd,4.5,0,lv,J’ai jamais vu un film pareil
2001: A Space Odyssey,emreemon,4.5,0,tr,"bu filme üç ayrı review bırakıyorum: 1 - filmin ilk yarısı ""bunu nasıl çektiniz olum"", ikinci yarısı ise ""noluyo lan"" ile geçti. 2 - şu filmleri abidik gubidik yoruma açık yapmayın bir kere de filmden sonra google'da ""... ending explained"" diye aratmama gerek kalmasın. söyle mesajını geç birader. 3 - çocukken hiç anlam veremediğim o phineas and ferb sahnesinin sonunda nereden geldiğini anladım."
2001: A Space Odyssey,adlnfz,5.0,0,ro,masterpiece
2001: A Space Odyssey,robinmarvels,0.5,0,en,So boring I couldn’t even finish. Nothing happens for the first 30 minutes of this god awful movie
2001: A Space Odyssey,joel_taylor_,5.0,1,en,"It’s criminal how long it actually took me to get around to watching this absolute masterpiece! For being a film made 56 years ago and looking this good is beyond me, what a magnificent achievement in Cinema!"
2001: A Space Odyssey,luquillex,4.5,0,unknown,9/10
2001: A Space Odyssey,leymarjr123,5.0,0,en,ABSOLUTELY INCREDIBLE ms julia you were right it requires DEDICATION
2001: A Space Odyssey,belacmisa,3.5,0,pt,"grande filme, não entendi nada"
2001: A Space Odyssey,divyansh729,5.0,0,en,How could anyone have had the intellectual ability to create a film like this?
2001: A Space Odyssey,jso019,4.0,0,en,"What did I just watch??… But seriously, I get the hype around this movie. I can see why it is so influencial for the sci-fi genre. It is probably one of the most innovative flicks I have ever seen. Love the visual style, and music and visual storytelling. But I still think about the ending, trying to make it make sense to me. Even though there is a lot of questions about this movie, I still liked the style of it. So 4/5 stars"
2001: A Space Odyssey,jamiiewriight,3.0,0,en,Nowhere near my favourite film with a monkey in it.
2001: A Space Odyssey,jjtam17,3.0,1,en,"Cinematography was good, but a bit of a snooze fest."
2001: A Space Odyssey,mothmanstan10,4.0,1,en,ending served baby sensory video realness
2001: A Space Odyssey,javi91gar,4.5,0,es,"Chico, chico, he sacado la edición 4K de la estantería, la he enchufado en la tele y menuda experiencia. Imagínate haber estado en el estreno en cines de esto, te explota la cabeza. Nunca serás más moderno y transgresor que esta película. Escuela."
2001: A Space Odyssey,eclarke23,5.0,0,en,My mind has snapped
2001: A Space Odyssey,jeremiaslms,4.0,0,es,"Película de sensaciones extrañas, adelantadísima a su época, planteando cosas que hasta el día de hoy son incógnitas. Es también la precuela estilística de la gran Star Wars. La innovación lo es todo, más allá de sus puntos débiles y su velocidad en x0,5 (no apta para nenazos dopamina), la película revolucionó los efectos espaciales y generó preguntas sobre la evolución humana por lo que para mí es una película más que completa."
2001: A Space Odyssey,paporuiz,3.5,0,es,"que pedo porque no pasa nada, buena experiencia"
2001: A Space Odyssey,joaommanuel,3.5,1,pt,"Eu interpreto 2001: A Space Odyssey , de Stanley Kubrick , como se fosse um álbum de música experimental: é bom, mas pode ser difícil de assimilar. O filme tem momentos de genialidade visual e narrativa, mas seu ritmo excessivamente lento em algumas partes pode tornar a experiência cansativa. Embora reconheça sua importância e influência no cinema, acho que ele às vezes superestima sua própria grandiosidade. Ainda assim, é uma obra notável, com um impacto inegável, mesmo que não esteja entre minhas favoritas de Kubrick ."
2001: A Space Odyssey,anavivs,5.0,2,en,"bizarre to be from '68, despite being slow, it's a masterpiece in the form of a movie"
2001: A Space Odyssey,shannn1024,4.5,0,zh-cn,伟大无需多言
2001: A Space Odyssey,maiazerty,4.0,1,fr,Autant certains classiques méritent pas leur engouement mais celui-ci oui ! Il semblerait que quelqu’un ai eu une petite obsession avec certaines musiques ??🤓 Le regarder en connaissant sa date et son contexte de création c’est fort surtout au vu de l’image de fin. +deuxième film du mois avec un entracte ! Mal géré parce qu’il y a pas de chrono 😡
2001: A Space Odyssey,gsxsqdl,4.0,0,pt,É isso aí mermo?
2001: A Space Odyssey,filmlew,3.0,2,en,"This is just a different type of film that I've never seen before, one that is so intentionally slow and shows these crazy set designs and colours but I don't really like that, this film has a lot of substance but I just feel it lacks it with the cinematography shots it's perhaps just not my thing and that's okay because I know others love it and while I like it I do not hold it to that high standard that others have over the years"
2001: A Space Odyssey,rvzp,5.0,0,ar,مستحيل يالعظمة لي انا شفتها هذا أكثر من مجرد فيلم طغى كيوبريك في هذه التحفه صعب ان الانسان يقدر يكون عنده وعي و ادراك لذي الدرجة
2001: A Space Odyssey,nicmovieenjoyer,4.5,0,en,Why did a black slab make an astronaut turn into a baby?
2001: A Space Odyssey,seanhasopinions,2.5,0,en,"Film bros have ""dude trust me""'d this film into being a classic and it really doesnt deserve it"
2001: A Space Odyssey,uhwelcometosebs,5.0,0,en,monkey ascension 10/10
2001: A Space Odyssey,etrnalwallflwer,4.0,0,it,gorilla.
2001: A Space Odyssey,berrysmuln,5.0,0,en,"outstanding; a faithful adaptation of the book that still impresses me to tears every rewatch. beautiful shots, beautiful dialogue, beautiful characters, the film closest to the word Art. I need to crush up all physical copies of this film and inject it into my body or turn it into an ink to get every line of the script tattooed across me"
